Event/Message Name,Enum,Logical Value,Literal Value
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_NO_VALUE,0
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_OK,1
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_MISSING_QOS_ID,2
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_MISSING_UE_ID,3
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_INVALID_QOS_ID,4
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_INVALID_UE_ID,5
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_INVALID_SLICE_ID,6
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_SERVICE_UNAVAILABLE,7
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_POLICY_ID_EXISTS,8
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_POLICY_SCOPE_OVERLAP,9
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_INSUFFICIENT_STORAGE,10
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_POLICY_TYPE_NOT_FOUND,11
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_BAD_REQUEST_CONTENT_TYPE_IS_NOT_JSON,12
CuCpA1PolicyCreate,ResponseCode,RESPONSE_CODE_NO_LICENSE,255
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_NO_VALUE,0
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_OK,1
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_POLICY_TYPE_ID_NOT_FOUND,2
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_SERVICE_UNAVAILABLE,3
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_POLICY_ID_NOT_FOUND,4
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_NO_OBJECT_EXISTS,5
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_NO_CONTENT,6
CuCpA1PolicyDelete,ResponseCode,RESPONSE_CODE_NO_LICENSE,255
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_NO_VALUE,0
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_OK,1
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_POLICY_TYPE_ID_NOT_FOUND,2
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_SERVICE_UNAVAILABLE,3
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_POLICY_ID_NOT_FOUND,4
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_NO_OBJECT_EXISTS,5
CuCpA1PolicyQuery,ResponseCode,RESPONSE_CODE_NO_LICENSE,255
CuCpA1PolicyQueryAll,ResponseCode,RESPONSE_CODE_NO_VALUE,0
CuCpA1PolicyQueryAll,ResponseCode,RESPONSE_CODE_OK,1
CuCpA1PolicyQueryAll,ResponseCode,RESPONSE_CODE_POLICY_TYPE_ID_NOT_FOUND,2
CuCpA1PolicyQueryAll,ResponseCode,RESPONSE_CODE_SERVICE_UNAVAILABLE,3
CuCpA1PolicyQueryAll,ResponseCode,RESPONSE_CODE_NO_LICENSE,255
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_NO_VALUE,0
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_OK,1
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_POLICY_TYPE_ID_NOT_FOUND,2
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_SERVICE_UNAVAILABLE,3
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_POLICY_ID_NOT_FOUND,4
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_NO_OBJECT_EXISTS,5
CuCpA1PolicyStatusQuery,ResponseCode,RESPONSE_CODE_NO_LICENSE,255
CuCpA1PolicyStatusQuery,EnforceStatus,ENFORCE_STATUS_NO_VALUE,0
CuCpA1PolicyStatusQuery,EnforceStatus,ENFORCE_STATUS_NOT_ENFORCED,1
CuCpA1PolicyStatusQuery,EnforceStatus,ENFORCE_STATUS_ENFORCED,2
CuCpA1PolicyStatusQuery,EnforceStatus,ENFORCE_STATUS_NO_LICENSE,255
CuCpA1PolicyStatusQuery,EnforceReason,ENFORCE_REASON_NO_VALUE,0
CuCpA1PolicyStatusQuery,EnforceReason,ENFORCE_REASON_CREATED,1
CuCpA1PolicyStatusQuery,EnforceReason,ENFORCE_REASON_OTHER,2
CuCpA1PolicyStatusQuery,EnforceReason,ENFORCE_REASON_NO_LICENSE,255
CuCpAnrEval,MeasurementType,MEASUREMENT_TYPE_NO_VALUE,0
CuCpAnrEval,MeasurementType,MEASUREMENT_TYPE_BETTER_INTRA_FREQ_P_CELL,1
CuCpAnrEval,MeasurementType,MEASUREMENT_TYPE_BETTER_INTRA_FREQ_PS_CELL_EN_DC,2
CuCpAnrEval,MeasurementType,MEASUREMENT_TYPE_BETTER_INTRA_FREQ_LTM_CANDIDATE_P_CELL,3
CuCpAnrEval,MeasurementType,MEASUREMENT_TYPE_A3_INTER_FREQ_CANDIDATE_P_CELL,4
CuCpAnrEval,MeasurementType,MEASUREMENT_TYPE_NO_LICENSE,255
CuCpAnrEval,AnrEvalResult,ANR_EVAL_RESULT_NO_VALUE,0
CuCpAnrEval,AnrEvalResult,ANR_EVAL_RESULT_SUCCESS,1
CuCpAnrEval,AnrEvalResult,ANR_EVAL_RESULT_NO_ACTION_TOO_WEAK_TARGET_SIGNAL,2
CuCpAnrEval,AnrEvalResult,ANR_EVAL_RESULT_NO_LICENSE,255
CuCpAnrNeighbRelAdd,RatType,RAT_TYPE_NO_VALUE,0
CuCpAnrNeighbRelAdd,RatType,RAT_TYPE_NR,1
CuCpAnrNeighbRelAdd,RatType,RAT_TYPE_EUTRA,2
CuCpAnrNeighbRelAdd,RatType,RAT_TYPE_NO_LICENSE,255
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_NO_VALUE,0
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_ENDC_MOBILITY,1
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_CGI_REPORT,2
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_AUTOMATIC_PROMOTION_BY_MOBILITY,3
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_AUTOMATIC_PROMOTION_BY_PCI_CONFLICT,4
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_AUTOMATIC_PROMOTION_BY_ACA,5
CuCpAnrNeighbRelAdd,AnrCause,ANR_CAUSE_NO_LICENSE,255
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_NO_VALUE,0
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_SUCCESS,1
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_FAILURE_REJECT_NEIGHB_REL_CARDINALITY,2
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_FAILURE_REJECT_NEIGHB_REL_CELLRELATIONMOTHRESH,3
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_FAILURE_REJECT_NEIGHB_CELL_NODE_CARDINALITY,4
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_FAILURE_REJECT_SAME_RDN_NEIGHB_REL_FOUND,5
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_FAILURE_REJECT_NEIGHB_OBJ_SYSTEM_LIMIT,6
CuCpAnrNeighbRelAdd,AnrResult,ANR_RESULT_NO_LICENSE,255
CuCpAnrNeighbRelRem,RatType,RAT_TYPE_NO_VALUE,0
CuCpAnrNeighbRelRem,RatType,RAT_TYPE_NR,1
CuCpAnrNeighbRelRem,RatType,RAT_TYPE_EUTRA,2
CuCpAnrNeighbRelRem,RatType,RAT_TYPE_NO_LICENSE,255
CuCpAnrNeighbRelRem,AnrCause,ANR_CAUSE_NO_VALUE,0
CuCpAnrNeighbRelRem,AnrCause,ANR_CAUSE_AUTOMATIC_REMOVAL,1
CuCpAnrNeighbRelRem,AnrCause,ANR_CAUSE_AUTOMATIC_DEMOTION_THRESHOLD,2
CuCpAnrNeighbRelRem,AnrCause,ANR_CAUSE_AUTOMATIC_DEMOTION_RANKING,3
CuCpAnrNeighbRelRem,AnrCause,ANR_CAUSE_NO_LICENSE,255
CuCpDataAwareMobilityBufMonConfig,BufMonConfigType,BUF_MON_CONFIG_TYPE_NO_VALUE,0
CuCpDataAwareMobilityBufMonConfig,BufMonConfigType,BUF_MON_CONFIG_TYPE_START,1
CuCpDataAwareMobilityBufMonConfig,BufMonConfigType,BUF_MON_CONFIG_TYPE_UPDATE,2
CuCpDataAwareMobilityBufMonConfig,BufMonConfigType,BUF_MON_CONFIG_TYPE_STOP,3
CuCpDataAwareMobilityBufMonConfig,BufMonConfigType,BUF_MON_CONFIG_TYPE_NO_LICENSE,255
CuCpDataAwareMobilityBufMonReport,BufMonAction,BUF_MON_ACTION_NO_VALUE,0
CuCpDataAwareMobilityBufMonReport,BufMonAction,BUF_MON_ACTION_NO_ACTION,1
CuCpDataAwareMobilityBufMonReport,BufMonAction,BUF_MON_ACTION_INITIATE_MEASUREMENT_PROCEDURE,2
CuCpDataAwareMobilityBufMonReport,BufMonAction,BUF_MON_ACTION_NO_LICENSE,255
CuCpDataAwareMobilityThpMonConfig,ThpMonType,THP_MON_TYPE_NO_VALUE,0
CuCpDataAwareMobilityThpMonConfig,ThpMonType,THP_MON_TYPE_DOWNLINK,1
CuCpDataAwareMobilityThpMonConfig,ThpMonType,THP_MON_TYPE_UPLINK,2
CuCpDataAwareMobilityThpMonConfig,ThpMonType,THP_MON_TYPE_DOWNLINK_AND_UPLINK,3
CuCpDataAwareMobilityThpMonConfig,ThpMonType,THP_MON_TYPE_NO_LICENSE,255
CuCpDataAwareMobilityThpMonConfig,ThpMonConfigType,THP_MON_CONFIG_TYPE_NO_VALUE,0
CuCpDataAwareMobilityThpMonConfig,ThpMonConfigType,THP_MON_CONFIG_TYPE_START,1
CuCpDataAwareMobilityThpMonConfig,ThpMonConfigType,THP_MON_CONFIG_TYPE_UPDATE,2
CuCpDataAwareMobilityThpMonConfig,ThpMonConfigType,THP_MON_CONFIG_TYPE_STOP,3
CuCpDataAwareMobilityThpMonConfig,ThpMonConfigType,THP_MON_CONFIG_TYPE_NO_LICENSE,255
CuCpDataAwareMobilityThpMonReport,PmBooleanType,PM_BOOLEAN_NO_VALUE,0
CuCpDataAwareMobilityThpMonReport,PmBooleanType,PM_BOOLEAN_FALSE,1
CuCpDataAwareMobilityThpMonReport,PmBooleanType,PM_BOOLEAN_TRUE,2
CuCpDataAwareMobilityThpMonReport,PmBooleanType,PM_BOOLEAN_NO_LICENSE,255
CuCpDataAwareMobilityThpMonReport,ThpMonAction,THP_MON_ACTION_NO_VALUE,0
CuCpDataAwareMobilityThpMonReport,ThpMonAction,THP_MON_ACTION_NO_ACTION,1
CuCpDataAwareMobilityThpMonReport,ThpMonAction,THP_MON_ACTION_INITIATE_MEASUREMENT_PROCEDURE,2
CuCpDataAwareMobilityThpMonReport,ThpMonAction,THP_MON_ACTION_NO_LICENSE,255
CuCpDrbSuspend,PmBooleanType,PM_BOOLEAN_NO_VALUE,0
CuCpDrbSuspend,PmBooleanType,PM_BOOLEAN_FALSE,1
CuCpDrbSuspend,PmBooleanType,PM_BOOLEAN_TRUE,2
CuCpDrbSuspend,PmBooleanType,PM_BOOLEAN_NO_LICENSE,255
CuCpE1Reset,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpE1Reset,MsgDirection,MSG_DIRECTION_SEND,1
CuCpE1Reset,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpE1Reset,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpE1Reset,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpE1ResetAcknowledge,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpE1ResetAcknowledge,MsgDirection,MSG_DIRECTION_SEND,1
CuCpE1ResetAcknowledge,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpE1ResetAcknowledge,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpE1ResetAcknowledge,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_NO_VALUE,0
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_STARTED,1
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_SUCCESS,2
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_UNKNOWN_PCI_DETECTED,3
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_KNOWN_PCI_DETECTED,4
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_FAIL_CAUSE_CGI_REPORT_EMPTY,5
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_FAIL_CAUSE_UE_CAPABILITY,6
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_FAIL_CAUSE_VOIP_BEARER_PRESENT,7
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_FAIL_CAUSE_TIMEOUT,8
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_NOT_STARTED_MOBILITY_PERFORMED,9
CuCpEcgiMeasurement,MeasurementStatus,MEASUREMENT_STATUS_NO_LICENSE,255
CuCpEcgiMeasurement,MeasurementMethod,MEASUREMENT_METHOD_NO_VALUE,0
CuCpEcgiMeasurement,MeasurementMethod,MEASUREMENT_METHOD_DRX,1
CuCpEcgiMeasurement,MeasurementMethod,MEASUREMENT_METHOD_NO_LICENSE,255
CuCpEcgiMeasurement,MeasurementType,MEASUREMENT_TYPE_NO_VALUE,0
CuCpEcgiMeasurement,MeasurementType,MEASUREMENT_TYPE_B1,1
CuCpEcgiMeasurement,MeasurementType,MEASUREMENT_TYPE_B2,2
CuCpEcgiMeasurement,MeasurementType,MEASUREMENT_TYPE_NO_LICENSE,255
CuCpEcgiMeasurement,MeasurementTriggeringReason,MEASUREMENT_TRIGGERING_REASON_NO_VALUE,0
CuCpEcgiMeasurement,MeasurementTriggeringReason,MEASUREMENT_TRIGGERING_REASON_NO_CGI,1
CuCpEcgiMeasurement,MeasurementTriggeringReason,MEASUREMENT_TRIGGERING_REASON_ANR,2
CuCpEcgiMeasurement,MeasurementTriggeringReason,MEASUREMENT_TRIGGERING_REASON_PCI_SUSPICIOUS,3
CuCpEcgiMeasurement,MeasurementTriggeringReason,MEASUREMENT_TRIGGERING_REASON_PCI_CONFLICT,4
CuCpEcgiMeasurement,MeasurementTriggeringReason,MEASUREMENT_TRIGGERING_REASON_NO_LICENSE,255
CuCpEcidMeasurementInitiationRequest,ReportCharacteristics,REPORT_CHARACTERISTICS_NO_VALUE,0
CuCpEcidMeasurementInitiationRequest,ReportCharacteristics,REPORT_CHARACTERISTICS_ON_DEMAND,1
CuCpEcidMeasurementInitiationRequest,ReportCharacteristics,REPORT_CHARACTERISTICS_PERIODIC,2
CuCpEcidMeasurementInitiationRequest,ReportCharacteristics,REPORT_CHARACTERISTICS_NO_LICENSE,255
CuCpEcidMeasurementInitiationRequest,PmBooleanType,PM_BOOLEAN_NO_VALUE,0
CuCpEcidMeasurementInitiationRequest,PmBooleanType,PM_BOOLEAN_FALSE,1
CuCpEcidMeasurementInitiationRequest,PmBooleanType,PM_BOOLEAN_TRUE,2
CuCpEcidMeasurementInitiationRequest,PmBooleanType,PM_BOOLEAN_NO_LICENSE,255
CuCpEcidMeasurementInitiationResponse,PmBooleanType,PM_BOOLEAN_NO_VALUE,0
CuCpEcidMeasurementInitiationResponse,PmBooleanType,PM_BOOLEAN_FALSE,1
CuCpEcidMeasurementInitiationResponse,PmBooleanType,PM_BOOLEAN_TRUE,2
CuCpEcidMeasurementInitiationResponse,PmBooleanType,PM_BOOLEAN_NO_LICENSE,255
CuCpEndcInitAccessFail,SgnbAdditionTriggerIndication,SGNB_ADDITION_TRIGGER_INDICATION_NO_VALUE,0
CuCpEndcInitAccessFail,SgnbAdditionTriggerIndication,SGNB_ADDITION_TRIGGER_INDICATION_OTHER,1
CuCpEndcInitAccessFail,SgnbAdditionTriggerIndication,SGNB_ADDITION_TRIGGER_INDICATION_ENDC_SETUP,2
CuCpEndcInitAccessFail,SgnbAdditionTriggerIndication,SGNB_ADDITION_TRIGGER_INDICATION_SN_CHANGE,3
CuCpEndcInitAccessFail,SgnbAdditionTriggerIndication,SGNB_ADDITION_TRIGGER_INDICATION_ENB_HO,4
CuCpEndcInitAccessFail,SgnbAdditionTriggerIndication,SGNB_ADDITION_TRIGGER_INDICATION_NO_LICENSE,255
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_NO_VALUE,0
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_OTHER,1
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_LOADCONTROL_SIGNALINTENSITY,2
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_LOADCONTROL_MPLOAD,3
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_LOADCONTROL_UEADMISSION,4
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_LOADCONTROL_UECAPACITYLIMIT,5
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_CONTEXT_ALLOCATION_FAILURE,6
CuCpEndcInitAccessFail,FailureCause,FAILURE_CAUSE_NO_LICENSE,255
CuCpEndcSgnbModificationFail,ModificationType,MODIFICATION_TYPE_NO_VALUE,0
CuCpEndcSgnbModificationFail,ModificationType,MODIFICATION_TYPE_OTHER,1
CuCpEndcSgnbModificationFail,ModificationType,MODIFICATION_TYPE_INTRA_GNB_INTRA_DU_PSCELL_CHANGE,2
CuCpEndcSgnbModificationFail,ModificationType,MODIFICATION_TYPE_INTRA_GNB_INTER_DU_PSCELL_CHANGE,3
CuCpEndcSgnbModificationFail,ModificationType,MODIFICATION_TYPE_NO_LICENSE,255
CuCpEndcSgnbModificationFail,FailureCause,FAILURE_CAUSE_NO_VALUE,0
CuCpEndcSgnbModificationFail,FailureCause,FAILURE_CAUSE_OTHER,1
CuCpEndcSgnbModificationFail,FailureCause,FAILURE_CAUSE_LOADCONTROL_SIGNALINTENSITY,2
CuCpEndcSgnbModificationFail,FailureCause,FAILURE_CAUSE_LOADCONTROL_MPLOAD,3
CuCpEndcSgnbModificationFail,FailureCause,FAILURE_CAUSE_NO_LICENSE,255
CuCpF1ConnRelease,F1ReleaseCause,F1_RELEASE_CAUSE_NO_VALUE,0
CuCpF1ConnRelease,F1ReleaseCause,F1_RELEASE_CAUSE_NO_F1_CONN_EXISTED,1
CuCpF1ConnRelease,F1ReleaseCause,F1_RELEASE_CAUSE_F1_CONN_LOST,2
CuCpF1ConnRelease,F1ReleaseCause,F1_RELEASE_CAUSE_F1_CONN_RELEASE,3
CuCpF1ConnRelease,F1ReleaseCause,F1_RELEASE_CAUSE_NO_LICENSE,255
CuCpF1DeactivateTrace,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1DeactivateTrace,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1DeactivateTrace,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1DeactivateTrace,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1DeactivateTrace,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1EabMeasurementFailureIndication,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1EabMeasurementFailureIndication,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1EabMeasurementFailureIndication,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1EabMeasurementFailureIndication,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1EabMeasurementFailureIndication,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1EabMeasurementFailureIndication,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1EabMeasurementFailureIndication,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1EabMeasurementFailureIndication,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1EabMeasurementFailureIndication,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
