Event/Message Name,Enum,Logical Value,Literal Value
CuCpF1UeContextModificationConfirm,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextModificationConfirm,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextModificationConfirm,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextModificationConfirm,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextModificationConfirm,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextModificationConfirm,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextModificationFailure,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextModificationFailure,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextModificationFailure,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextModificationFailure,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextModificationFailure,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextModificationRefuse,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextModificationRefuse,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextModificationRefuse,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextModificationRefuse,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextModificationRefuse,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextModificationRequest,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextModificationRequest,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextModificationRequest,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextModificationRequest,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextModificationRequest,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextModificationRequired,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextModificationRequired,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextModificationRequired,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextModificationRequired,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextModificationRequired,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextModificationResponse,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextModificationResponse,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextModificationResponse,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextModificationResponse,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextModificationResponse,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextReleaseCommand,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextReleaseCommand,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextReleaseCommand,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextReleaseCommand,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextReleaseCommand,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextReleaseComplete,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextReleaseComplete,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextReleaseComplete,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextReleaseComplete,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextReleaseComplete,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextReleaseRequest,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextReleaseRequest,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextReleaseRequest,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextReleaseRequest,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextReleaseRequest,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextSetupFailure,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextSetupFailure,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextSetupFailure,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextSetupFailure,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE,1
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE,2
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE,3
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE,4
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE,5
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE,6
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE,7
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE,8
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE,9
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE,10
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE,11
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE,12
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE,13
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE,14
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_S1AP_36_413,15
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_X2AP_36_423,16
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_NGAP_38_413,17
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_XNAP_38_423,18
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_F1AP_38_473,19
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_E1AP_38_463,20
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION,21
CuCpF1UeContextSetupFailure,ProtocolName,PROTOCOL_NAME_NO_LICENSE,255
CuCpF1UeContextSetupRequest,MsgDirection,MSG_DIRECTION_NO_VALUE,0
CuCpF1UeContextSetupRequest,MsgDirection,MSG_DIRECTION_SEND,1
CuCpF1UeContextSetupRequest,MsgDirection,MSG_DIRECTION_RECEIVE,2
CuCpF1UeContextSetupRequest,MsgDirection,MSG_DIRECTION_NO_LICENSE,255
CuCpF1UeContextSetupRequest,ProtocolName,PROTOCOL_NAME_NO_VALUE,0
