pmEvent Name,Event Parameter Name,'UNAVAILABLE' possible (Y/N),Pico Support (Y/N),Deprecated since
INTERNAL_PER_CELL_MDT_M3_REPORT,EVENT_PARAM_MDT_M3_NOISEINTERF_MEAS_14,N,N,
INTERNAL_PER_CELL_MDT_M3_REPORT,EVENT_PARAM_MDT_M3_NOISEINTERF_MEAS_15,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC0_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC1_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC2_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC3_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC4_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC5_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC6_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC7_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC8_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC9_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC10_NB,N,N,
INTERNAL_PER_CELL_NOISEINTERF_SC_NB_REPORT,EVENT_PARAM_NOISEINTERF_ANCHOR_SC11_NB,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_PAGING_ATTEMPT_COUNT_NB_0,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_PAGING_ATTEMPT_COUNT_NB_1,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_PAGING_ATTEMPT_COUNT_NB_2,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_PAGING_ATTEMPT_COUNT_NB_3,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_PAGING_ATTEMPT_COUNT_NB_4,N,N,
INTERNAL_PER_CELL_PAGING_ATTEMPT_COUNT,EVENT_PARAM_PAGING_ATTEMPT_COUNT_NB_5,N,N,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_TIMESTAMP_HOUR,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_TIMESTAMP_MINUTE,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_TIMESTAMP_SECOND,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_TIMESTAMP_MILLISEC,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_SCANNER_ID,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_RBS_MODULE_ID,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_GLOBAL_CELL_ID,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_QCI,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_CELL_QCI_PRB_USED_UL,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_CELL_QCI_PRB_USED_INIT_DL,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_CELL_QCI_CCE_USED_UL,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_CELL_QCI_CCE_USED_DL,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_CELL_QCI_SESSION_TIME,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_ACTIVE_UE_DL_SUM_QCI,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_ACTIVE_DRB_DL_SUM_QCI,N,Y,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_PDCPROHC_HDRVOL_DL_RB_QCI,N,N,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_PDCPROHC_CMPHDRVOL_DL_RB_QCI,N,N,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_PDCPROHC_HDRVOL_UL_RB_QCI,N,N,
INTERNAL_PER_CELL_QCI_TRAFFIC_REP,EVENT_PARAM_PER_PDCPROHC_CMPHDRVOL_UL_RB_QCI,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_TIMESTAMP_HOUR,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_TIMESTAMP_MINUTE,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_TIMESTAMP_SECOND,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_TIMESTAMP_MILLISEC,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCANNER_ID,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_RBS_MODULE_ID,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_GLOBAL_CELL_ID,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_DL,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_DL_HW,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_DL_PDCCH,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_DL_CAP_LIC,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_UL,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_UL_HW,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_UL_PDCCH,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CONT_UL_CAP_LIC,N,N,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCHED_ACTIVITY_CELL_UL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCHED_ACTIVITY_CELL_DL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_UE_DL_SUM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_UE_UL_SUM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CELL_BITRATE_DL_DRB,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CELL_MAXBITRATE_DL_DRB,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CELL_MINBITRATE_DL_DRB,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CELL_BITRATE_UL_DRB,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CELL_MAXBITRATE_UL_DRB,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CELL_MINBITRATE_UL_DRB,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_UE_DL_MEAN,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_UE_UL_MEAN,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_DRB_DL_SUM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_DRB_UL_SUM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_RRC_CONN_UL_OUT_OF_SYNC,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_UE_VOIP_QUALITY_UL_OK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_UE_VOIP_QUALITY_UL_NOK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_NOT_ENOUGH_VOIP_DELAY_SAMPLES,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_CCE_AVAIL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_PRB_USED_INIT_DL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_PRB_USED_RETX_DL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DRB_SAMP,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_CELL_UL_SUM_LCG0,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_CELL_UL_SUM_LCG1,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_CELL_UL_SUM_LCG2,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_ACTIVE_CELL_UL_SUM_LCG3,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_RA_UNASSIGNED_CFRA_FALSE,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_RA_UNASSIGNED_CFRA_SUM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_CONF,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_TX,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_CONF,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_UNKNOWN,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_PDCCH_TX_CONSERV_DL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_PDCCH_TX_AGGRESV_DL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_PDCCH_TX_CONSERV_UL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_PDCCH_TX_AGGRESV_UL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_DL_QPSK,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_DL_16QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_DL_64QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_NACK_QPSK,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_NACK_16QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_NACK_64QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_ACK_QPSK,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_ACK_16QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_ACK_64QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_DL_MAC_DELAY,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_RADIOTHP_VOL_DL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_RADIOTHP_RES_DL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_SCHED_ACTIVITY_UE_DL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_AGGREGATION_LEVEL1_DISTR,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_AGGREGATION_LEVEL2_DISTR,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_AGGREGATION_LEVEL4_DISTR,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_AGGREGATION_LEVEL8_DISTR,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_0,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_1,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_2,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_3,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_4,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_5,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_6,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_7,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_8,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_9,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_10,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PDCCH_CCE_REQUESTED_DISTR_11,N,Y,L14B
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_VOLTE,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_CONF_VOLTE,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_TX_VOLTE,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_CONF_VOLTE,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_UNKNOWN_VOLTE,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_TX_SCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_CONF_SCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_UNKNOWN_SCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_PCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_CONF_PCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_TX_PCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_CONF_PCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_UNKNOWN_PCELL,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_0,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_1,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_2,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_3,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_4,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_5,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_6,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_DELTA_SINR_MEAS_PUSCH_7,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_0,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_1,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_2,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_3,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_4,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_5,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_6,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_7,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_8,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_9,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_10,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_11,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_12,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_13,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_14,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_15,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_RLC_ARQ_RETX_DL_BIN_16,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_NOACK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_VOLTE_NOACK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_PCELL_NOACK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_1,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_2,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_3,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_4,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_5,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_6,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_7,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_8,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_9,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_10,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_11,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_CA_PF3_ASSIGNED_12,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_DL_256QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_NACK_256QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_DL_ACK_256QAM,N,Y,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_THP_MACTIME_DRB_DL,N,N,18.Q3
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_THP_MACTIME_UL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_RADIOTHP_VOL_UL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_RADIOTHP_RES_UL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_SCHED_ACTIVITY_UE_UL,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_UL_SUCC_QPSK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_UL_FAIL_QPSK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_UL_SUCC_16QAM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_UL_FAIL_16QAM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_UL_SUCC_64QAM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_SCELL_HARQ_UL_FAIL_64QAM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_UL_QPSK,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_UL_16QAM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_SCELL_MAC_DTX_UL_64QAM,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_NDO,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_CONF_NDO,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_TX_NDO,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_CONF_NDO,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_TX_VOLTE_NDO,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_UL_GRANT_CONF_VOLTE_NDO,N,N,
INTERNAL_PER_CELL_TRAFFIC_REPORT,EVENT_PARAM_PER_CELL_DL_ASSIGNMENT_TX_VOLTE_NDO,N,N,
