pmEvent Name,Event Parameter Name,'UNAVAILABLE' possible (Y/N),Pico Support (Y/N),Deprecated since
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STARTED,EVENT_PARAM_ADMISSION_ARP_LEVEL,Y,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_STOPPED,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ADMISSION_BLOCKING_UPDATED,EVENT_PARAM_ADMISSION_ARP_LEVEL,Y,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_DETECTION,EVENT_PARAM_ADV_CELL_SUP_RULE,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_ADV_CELL_SUP_RECOVERY_METHOD,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_ATTEMPT,EVENT_PARAM_ADV_CELL_SUP_RULE,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_ADV_CELL_SUP_RECOVERY_METHOD,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_ADV_CELL_SUP_RULE,N,N,
INTERNAL_EVENT_ADV_CELL_SUP_RECOVERY_RESULT,EVENT_PARAM_ADV_CELL_SUP_RECOVERY_RESULT,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_AI_ACS_CONCEPT_DRIFT_DETECTION,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ANR_CONFIG_MISSING,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_HO_SUCC_LEVEL,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_NEIGHBOR_CGI,N,N,
INTERNAL_EVENT_ANR_HO_LEVEL_CHANGED,EVENT_PARAM_RAT_TYPE,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_ENBS1APID,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_MMES1APID,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_GUMMEI,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_RAC_UE_REF,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_TRACE_RECORDING_SESSION_REFERENCE,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_ANR_TRIGGER,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_NEIGHBOR_PCI,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_FREQ,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_NEIGHBOR_RSRP,Y,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_NEIGHBOR_RSRQ,Y,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_TRIGGER_QUANTITY_NR,N,N,
INTERNAL_EVENT_ANR_NR_EVAL,EVENT_PARAM_ANR_EVAL_RESULT,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_NEIGHBOR_PCI,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_NEIGHBOR_NCGI,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_ANR_RESULT,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_PREVIOUS_NR_NEIGHBOR_FREQ,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_UPDATED_NR_NEIGHBOR_FREQ,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_PREVIOUS_NR_NEIGHBOR_SMTC_SCS,N,N,
INTERNAL_EVENT_ANR_NR_FREQ_REL_ADD,EVENT_PARAM_UPDATED_NR_NEIGHBOR_SMTC_SCS,N,N,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_TIMESTAMP_HOUR,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_TIMESTAMP_MINUTE,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_TIMESTAMP_SECOND,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_SCANNER_ID,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_RBS_MODULE_ID,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_GLOBAL_CELL_ID,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_ENBS1APID,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_MMES1APID,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_GUMMEI,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_RAC_UE_REF,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_TRACE_RECORDING_SESSION_REFERENCE,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_ANR_PCI_MEASURE_RESULT,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_RAT,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_FREQ,Y,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_GERAN_FREQ_GROUP_ID,Y,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,EVENT_PARAM_UE_CAP_ANR_FEATURE_INDICATORS,N,Y,
INTERNAL_EVENT_ANR_PCI_REPORT_WANTED,Spare 9 Bytes,Y,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_ENBS1APID,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_MMES1APID,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_GUMMEI,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_RAC_UE_REF,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_TRACE_RECORDING_SESSION_REFERENCE,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_RAT,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,EVENT_PARAM_FREQ,N,N,
INTERNAL_EVENT_ANR_STOP_MEASURING,Spare 9 Bytes,Y,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_REMOTE_ENB_ID,N,N,
INTERNAL_EVENT_ASM_TRIGGERED_ALARM_SUPPRESSED,EVENT_PARAM_ASM_REMOTE_INOPERABLE_FEATURE_NAME,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_NEIGHBOR_PCI,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_NEIGHBOR_CGI,N,N,
INTERNAL_EVENT_CANDNREL_ADD,EVENT_PARAM_ANR_CAUSE,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_NEIGHBOR_PCI,N,N,
INTERNAL_EVENT_CANDNREL_REMOVE,EVENT_PARAM_NEIGHBOR_CGI,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_ENBS1APID,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_MMES1APID,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_GUMMEI,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_RAC_UE_REF,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_TRACE_RECORDING_SESSION_REFERENCE,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_CA_SCELL_UPSWITCH_ENTITLED,N,N,
INTERNAL_EVENT_CA_SCELL_UPSWITCH,EVENT_PARAM_CA_SCELL_UPSWITCH_TRIGGERED,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_ENBS1APID,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_MMES1APID,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_GUMMEI,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_RAC_UE_REF,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_TRACE_RECORDING_SESSION_REFERENCE,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_0,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_1,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_2,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_3,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_4,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_5,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,EVENT_PARAM_WAITING_WITH_CONFIGURED_SCELLS_6,N,N,
INTERNAL_EVENT_CA_WAITING_FOR_COVERAGE,Spare 9 Bytes,Y,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_ESTIM_CELL_CAPACITY,N,N,
INTERNAL_EVENT_CELL_DL_CAPACITY,EVENT_PARAM_CELL_CAPACITY_UPDATE_CAUSE,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_TIMESTAMP_HOUR,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_TIMESTAMP_MINUTE,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_TIMESTAMP_SECOND,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_TIMESTAMP_MILLISEC,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_SCANNER_ID,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_RBS_MODULE_ID,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_GLOBAL_CELL_ID,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_CSM_FAILED_CRITERIA,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_0,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_1,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_2,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_3,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_4,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_5,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_6,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_7,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_8,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_9,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_10,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_11,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_12,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_13,N,N,
INTERNAL_EVENT_CELL_SLEEP_CRITERIA_FAILED,EVENT_PARAM_COVERAGE_ENB_ID_14,N,N,
