PmEvent Name,Compound Type,Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Type,Containing Oneof,Filters
CuCpProcPduSessionResourceRelease,PduSessionRelease,cause_3gpp,4,Payload,int64,,
CuCpProcPduSessionResourceRelease,DrbRelease,drb_id,1,Payload,int64,,
CuCpProcPduSessionResourceRelease,DrbRelease,mapped_5qi,2,Payload,int64,,Qos
CuCpProcPduSessionResourceRelease,DrbRelease,pdu_session_id,3,Payload,int64,,
CuCpProcPduSessionResourceRelease,DrbRelease,s_nssai,4,Payload,bytes,,Snssai
CuCpProcPduSessionResourceRelease,DrbRelease,drb_session_time,5,Payload,int64,,
CuCpProcPduSessionResourceRelease,DrbRelease,priority_level_arp,6,Payload,int64,,Arp
CuCpProcPduSessionResourceRelease,DrbRelease,cause_group_3gpp,7,Payload,enum CauseGroup,,
CuCpProcPduSessionResourceRelease,DrbRelease,cause_3gpp,8,Payload,int64,,
CuCpProcPduSessionResourceRelease,DrbRelease,pdcp_no_data_gap_dl_rohc_profile_1,9,Payload,int64,,
CuCpProcPduSessionResourceRelease,DrbRelease,pdcp_no_data_gap_ul_rohc_profile_1,10,Payload,int64,,
CuCpProcPduSessionResourceRelease,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcPduSessionResourceRelease,Guami,amf_region_id,2,Payload,int64,,
CuCpProcPduSessionResourceRelease,Guami,amf_set_id,3,Payload,int64,,
CuCpProcPduSessionResourceRelease,Guami,amf_pointer,4,Payload,int64,,
CuCpProcPduSessionResourceRelease,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcPduSessionResourceRelease,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcPduSessionResourceRelease,ScellConfig,scell_nci,1,,int64,,
CuCpProcPduSessionResourceRelease,ScellConfig,scell_direction,2,,enum ScellDirection,,
CuCpProcPduSessionResourceRelease,ScellConfig,scell_config_reason,3,,enum ScellConfigReason,,
CuCpProcPduSessionResourceRelease,ScellConfig,scell_config_result,4,,enum ScellConfigResult,,
CuCpProcPduSessionResourceRelease,ScellDeconfig,scell_nci,1,,int64,,
CuCpProcPduSessionResourceRelease,ScellDeconfig,scell_direction,2,,enum ScellDirection,,
CuCpProcPduSessionResourceRelease,ScellDeconfig,scell_deconfig_reason,3,,enum ScellDeconfigReason,,
CuCpProcPduSessionResourceRelease,ScellDeconfig,scell_deconfig_result,4,,enum ScellDeconfigResult,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,pdu_result,1,Payload,enum PduSessionSetupResult,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,pdu_session_id,2,Payload,int64,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,s_nssai,3,Payload,bytes,,Snssai
CuCpProcPduSessionResourceSetup,PduSessionSetup,no_of_drbs_to_add,4,Payload,int64,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,integrity_protection_indication,5,Payload,enum IntegrityProtectionIndication,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,maximum_integrity_protected_data_rate,6,Payload,enum MaximumIntegrityProtectedDataRate,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,cause_group_3gpp,7,Payload,enum CauseGroup,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,cause_3gpp,8,Payload,int64,,
CuCpProcPduSessionResourceSetup,PduSessionSetup,s_nssai_status,9,Payload,enum SNssaiStatus,,
CuCpProcPduSessionResourceSetup,DrbSetup,drb_result,1,Payload,enum DrbSetupResult,,
CuCpProcPduSessionResourceSetup,DrbSetup,drb_id,2,Payload,int64,,
CuCpProcPduSessionResourceSetup,DrbSetup,mapped_5qi,3,Payload,int64,,Qos
CuCpProcPduSessionResourceSetup,DrbSetup,pdu_session_id,4,Payload,int64,,
CuCpProcPduSessionResourceSetup,DrbSetup,s_nssai,5,Payload,bytes,,Snssai
CuCpProcPduSessionResourceSetup,DrbSetup,priority_level_arp,6,Payload,int64,,Arp
CuCpProcPduSessionResourceSetup,DrbSetup,cause_group_3gpp,7,Payload,enum CauseGroup,,
CuCpProcPduSessionResourceSetup,DrbSetup,cause_3gpp,8,Payload,int64,,
CuCpProcPduSessionResourceSetup,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcPduSessionResourceSetup,Guami,amf_region_id,2,Payload,int64,,
CuCpProcPduSessionResourceSetup,Guami,amf_set_id,3,Payload,int64,,
CuCpProcPduSessionResourceSetup,Guami,amf_pointer,4,Payload,int64,,
CuCpProcPduSessionResourceSetup,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcPduSessionResourceSetup,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcPduSessionResourceSetup,ScellConfig,scell_nci,1,Payload,int64,,
CuCpProcPduSessionResourceSetup,ScellConfig,scell_direction,2,Payload,enum ScellDirection,,
CuCpProcPduSessionResourceSetup,ScellConfig,scell_config_reason,3,Payload,enum ScellConfigReason,,
CuCpProcPduSessionResourceSetup,ScellConfig,scell_config_result,4,Payload,enum ScellConfigResult,,
CuCpProcPduSessionResourceSetup,ScellDeconfig,scell_nci,1,,int64,,
CuCpProcPduSessionResourceSetup,ScellDeconfig,scell_direction,2,,enum ScellDirection,,
CuCpProcPduSessionResourceSetup,ScellDeconfig,scell_deconfig_reason,3,,enum ScellDeconfigReason,,
CuCpProcPduSessionResourceSetup,ScellDeconfig,scell_deconfig_result,4,,enum ScellDeconfigResult,,
CuCpProcRrcEstab,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcRrcEstab,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcRrcReestab,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcRrcReestab,Guami,amf_region_id,2,Payload,int64,,
CuCpProcRrcReestab,Guami,amf_set_id,3,Payload,int64,,
CuCpProcRrcReestab,Guami,amf_pointer,4,Payload,int64,,
CuCpProcRrcReestab,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcRrcReestab,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcRrcReestabDrb,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcRrcReestabDrb,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcRrcReestabDrb,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcRrcReestabDrb,Guami,amf_region_id,2,Payload,int64,,
CuCpProcRrcReestabDrb,Guami,amf_set_id,3,Payload,int64,,
CuCpProcRrcReestabDrb,Guami,amf_pointer,4,Payload,int64,,
CuCpProcRrcReestabDrb,DrbSetup,drb_result,1,Payload,enum DrbSetupResult,,
CuCpProcRrcReestabDrb,DrbSetup,drb_id,2,Payload,int64,,
CuCpProcRrcReestabDrb,DrbSetup,mapped_5qi,3,Payload,int64,,Qos
CuCpProcRrcReestabDrb,DrbSetup,pdu_session_id,4,Payload,int64,,
CuCpProcRrcReestabDrb,DrbSetup,s_nssai,5,Payload,bytes,,Snssai
CuCpProcRrcReestabDrb,DrbSetup,priority_level_arp,6,Payload,int64,,Arp
CuCpProcRrcReestabDrb,DrbSetup,cause_group,7,Payload,enum CauseGroup,,
CuCpProcRrcReestabDrb,DrbSetup,cause,8,Payload,int64,,
CuCpProcRrcReestabDrb,DrbSetup,drb_switch_result,9,Payload,enum DrbSwitchResult,,
CuCpProcRrcReestabDrb,ScellConfig,scell_nci,1,Payload,int64,,
CuCpProcRrcReestabDrb,ScellConfig,scell_direction,2,Payload,enum ScellDirection,,
CuCpProcRrcReestabDrb,ScellConfig,scell_config_reason,3,Payload,enum ScellConfigReason,,
CuCpProcRrcReestabDrb,ScellConfig,scell_config_result,4,Payload,enum ScellConfigResult,,
CuCpProcRrcReestabDrb,PduSession,pdu_session_id,1,,int64,,
CuCpProcRrcReestabDrb,PduSession,s_nssai,2,,bytes,,
CuCpProcRrcReestabDrb,PduSession,s_nssai_status,3,,enum SNssaiStatus,,
CuCpProcRrcResume,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcRrcResume,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcRrcResume,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcRrcResume,Guami,amf_region_id,2,Payload,int64,,
CuCpProcRrcResume,Guami,amf_set_id,3,Payload,int64,,
CuCpProcRrcResume,Guami,amf_pointer,4,Payload,int64,,
CuCpProcRrcResume,DrbResume,drb_result,1,Payload,enum DrbResumeResult,,
CuCpProcRrcResume,DrbResume,drb_id,2,Payload,int64,,
CuCpProcRrcResume,DrbResume,mapped_5qi,3,Payload,int64,,Qos
CuCpProcRrcResume,DrbResume,pdu_session_id,4,Payload,int64,,
CuCpProcRrcResume,DrbResume,s_nssai,5,Payload,bytes,,Snssai
CuCpProcRrcResume,DrbResume,priority_level_arp,6,Payload,int64,,Arp
CuCpProcRrcResume,ScellConfig,scell_nci,1,Payload,int64,,
CuCpProcRrcResume,ScellConfig,scell_direction,2,Payload,enum ScellDirection,,
CuCpProcRrcResume,ScellConfig,scell_config_reason,3,Payload,enum ScellConfigReason,,
CuCpProcRrcResume,ScellConfig,scell_config_result,4,Payload,enum ScellConfigResult,,
CuCpProcRrcResume,PduSession,pdu_session_id,1,,int64,,
CuCpProcRrcResume,PduSession,s_nssai,2,,bytes,,
CuCpProcRrcResume,PduSession,s_nssai_status,3,,enum SNssaiStatus,,
CuCpProcSnNrdcModification,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcSnNrdcModification,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionSetup,pdu_session_result,1,Payload,enum PduSessionResult,,
CuCpProcSnNrdcModification,PduSessionSetup,pdu_session_id,2,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionSetup,s_nssai,3,Payload,bytes,,
CuCpProcSnNrdcModification,PduSessionSetup,nr_of_drbs_to_add,4,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionSetup,integrity_protection_ind,5,Payload,enum IntegrityProtectionIndication,,
CuCpProcSnNrdcModification,PduSessionSetup,maximum_integrity_protected_data_rate,6,Payload,enum MaximumIntegrityProtectedDataRate,,
CuCpProcSnNrdcModification,PduSessionSetup,cause_group_3gpp,7,Payload,enum CauseGroup,,
CuCpProcSnNrdcModification,PduSessionSetup,cause_3gpp,8,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionSetup,s_nssai_status,9,Payload,enum SNssaiStatus,,
CuCpProcSnNrdcModification,PduSessionModify,pdu_session_result,1,Payload,enum PduSessionResult,,
CuCpProcSnNrdcModification,PduSessionModify,pdu_session_id,2,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionModify,s_nssai,3,Payload,bytes,,
CuCpProcSnNrdcModification,PduSessionModify,cause_group_3gpp,4,Payload,enum CauseGroup,,
CuCpProcSnNrdcModification,PduSessionModify,cause_3gpp,5,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionModify,s_nssai_status,6,Payload,enum SNssaiStatus,,
CuCpProcSnNrdcModification,PduSessionRelease,pdu_session_id,1,Payload,int64,,
CuCpProcSnNrdcModification,PduSessionRelease,s_nssai,2,Payload,bytes,,
CuCpProcSnNrdcModification,PduSessionRelease,cause_group_3gpp,3,Payload,enum CauseGroup,,
CuCpProcSnNrdcModification,PduSessionRelease,cause_3gpp,4,Payload,int64,,
CuCpProcSnNrdcModification,DrbSetup,drb_result,1,Payload,enum DrbResult,,
CuCpProcSnNrdcModification,DrbSetup,pdu_session_id,2,Payload,int64,,
CuCpProcSnNrdcModification,DrbSetup,drb_id,3,Payload,int64,,
CuCpProcSnNrdcModification,DrbSetup,mapped_5qi,4,Payload,int64,,
CuCpProcSnNrdcModification,DrbSetup,s_nssai,5,Payload,bytes,,
CuCpProcSnNrdcModification,DrbSetup,priority_level_arp,6,Payload,int64,,
CuCpProcSnNrdcModification,DrbSetup,cause_group_3gpp,7,Payload,enum CauseGroup,,
CuCpProcSnNrdcModification,DrbSetup,cause_3gpp,8,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,drb_result,1,Payload,enum DrbResult,,
CuCpProcSnNrdcModification,DrbModify,pdu_session_id,2,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,drb_id,3,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,old_mapped_5qi,4,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,new_mapped_5qi,5,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,old_priority_level_arp,6,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,new_priority_level_arp,7,Payload,int64,,
CuCpProcSnNrdcModification,DrbModify,cause_group_3gpp,8,Payload,enum CauseGroup,,
CuCpProcSnNrdcModification,DrbModify,cause_3gpp,9,Payload,int64,,
CuCpProcSnNrdcModification,DrbRelease,pdu_session_id,1,Payload,int64,,
CuCpProcSnNrdcModification,DrbRelease,drb_id,2,Payload,int64,,
CuCpProcSnNrdcModification,DrbRelease,mapped_5qi,3,Payload,int64,,
CuCpProcSnNrdcModification,DrbRelease,s_nssai,4,Payload,bytes,,
CuCpProcSnNrdcModification,DrbRelease,priority_level_arp,5,Payload,int64,,
CuCpProcSnNrdcModification,DrbRelease,cause_group_3gpp,6,Payload,enum CauseGroup,,
CuCpProcSnNrdcModification,DrbRelease,cause_3gpp,7,Payload,int64,,
CuCpProcSnNrdcRelease,PduSessionReleased,pdu_session_id,1,Payload,int64,,
CuCpProcSnNrdcRelease,PduSessionReleased,s_nssai,2,Payload,bytes,,
CuCpProcSnNrdcRelease,DrbReleased,drb_id,1,Payload,int64,,
CuCpProcSnNrdcRelease,DrbReleased,mapped_5qi,2,Payload,repeated <int64>,,
CuCpProcSnNrdcRelease,DrbReleased,pdu_session_id,3,Payload,int64,,
CuCpProcSnNrdcRelease,DrbReleased,s_nssai,4,Payload,bytes,,
CuCpProcSnNrdcRelease,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcSnNrdcRelease,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcSnNrdcSNodeChange,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcSnNrdcSNodeChange,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcSnNrdcSetup,PduSessionSetup,pdu_session_id,1,Payload,int64,,
CuCpProcSnNrdcSetup,PduSessionSetup,s_nssai,2,Payload,bytes,,
CuCpProcSnNrdcSetup,PduSessionSetup,cause_group,3,Payload,enum CauseGroup,,
CuCpProcSnNrdcSetup,PduSessionSetup,cause,4,Payload,int64,,
CuCpProcSnNrdcSetup,PduSessionSetup,s_nssai_status,5,Payload,enum SNssaiStatus,,
CuCpProcSnNrdcSetup,DrbSetup,drb_id,1,Payload,int64,,
CuCpProcSnNrdcSetup,DrbSetup,mapped_5qi,2,Payload,repeated <int64>,,
CuCpProcSnNrdcSetup,DrbSetup,pdu_session_id,3,Payload,int64,,
CuCpProcSnNrdcSetup,DrbSetup,s_nssai,4,Payload,bytes,,
CuCpProcSnNrdcSetup,DrbSetup,cause_group,5,Payload,enum CauseGroup,,
CuCpProcSnNrdcSetup,DrbSetup,cause,6,Payload,int64,,
CuCpProcSnNrdcSetup,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcSnNrdcSetup,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcUeCapabilityEnquiry,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcUeCapabilityEnquiry,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcUeCtxtMod,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcUeCtxtMod,Guami,amf_region_id,2,Payload,int64,,
CuCpProcUeCtxtMod,Guami,amf_set_id,3,Payload,int64,,
CuCpProcUeCtxtMod,Guami,amf_pointer,4,Payload,int64,,
CuCpProcUeCtxtMod,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcUeCtxtMod,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcUeCtxtMod,SecurityInfo,security_key,1,Payload,enum PmBooleanType,,
CuCpProcUeCtxtMod,SecurityInfo,security_capabilities,2,Payload,enum PmBooleanType,,
CuCpProcUeCtxtRel,PduSessionRelease,pdu_session_id,1,Payload,int64,,
CuCpProcUeCtxtRel,PduSessionRelease,s_nssai,2,Payload,bytes,,Snssai
CuCpProcUeCtxtRel,PduSessionRelease,cause_group_3gpp,3,Payload,enum CauseGroup,,
CuCpProcUeCtxtRel,PduSessionRelease,cause_3gpp,4,Payload,int64,,
CuCpProcUeCtxtRel,DrbRelease,drb_id,1,Payload,int64,,
CuCpProcUeCtxtRel,DrbRelease,mapped_5qi,2,Payload,int64,,Qos
CuCpProcUeCtxtRel,DrbRelease,pdu_session_id,3,Payload,int64,,
CuCpProcUeCtxtRel,DrbRelease,s_nssai,4,Payload,bytes,,Snssai
CuCpProcUeCtxtRel,DrbRelease,drb_released_in_session,5,Payload,enum PmBooleanType,,
CuCpProcUeCtxtRel,DrbRelease,drb_session_time,6,Payload,int64,,
CuCpProcUeCtxtRel,DrbRelease,priority_level_arp,7,Payload,int64,,Arp
CuCpProcUeCtxtRel,DrbRelease,cause_group_3gpp,8,Payload,enum CauseGroup,,
CuCpProcUeCtxtRel,DrbRelease,cause_3gpp,9,Payload,int64,,
CuCpProcUeCtxtRel,DrbRelease,pdcp_no_data_gap_dl_rohc_profile_1,10,Payload,int64,,
CuCpProcUeCtxtRel,DrbRelease,pdcp_no_data_gap_ul_rohc_profile_1,11,Payload,int64,,
CuCpProcUeCtxtRel,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcUeCtxtRel,Guami,amf_region_id,2,Payload,int64,,
CuCpProcUeCtxtRel,Guami,amf_set_id,3,Payload,int64,,
CuCpProcUeCtxtRel,Guami,amf_pointer,4,Payload,int64,,
CuCpProcUeCtxtRel,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcUeCtxtRel,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcUeCtxtRel,ScellDeconfig,scell_nci,1,Payload,int64,,
CuCpProcUeCtxtRel,ScellDeconfig,scell_direction,2,Payload,enum ScellDirection,,
CuCpProcUeCtxtRel,ScellDeconfig,scell_deconfig_reason,3,Payload,enum ScellDeconfigReason,,
CuCpProcUeCtxtRel,ScellDeconfig,scell_deconfig_result,4,Payload,enum ScellDeconfigResult,,
CuCpProcX2MnInitiatedSgnbModification,ExistingErab,erab_id,1,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ExistingErab,qos_value,2,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ExistingErab,priority_level_arp,3,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeAdded,erab_id,1,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeAdded,qos_value,2,Payload,int64,,Qos
CuCpProcX2MnInitiatedSgnbModification,ErabToBeAdded,priority_level_arp,3,Payload,int64,,Arp
CuCpProcX2MnInitiatedSgnbModification,ErabToBeAdded,setup_complete_ind,4,Payload,enum PmBooleanType,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeReleased,erab_id,1,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeReleased,qos_value,2,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeReleased,priority_level_arp,3,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabNotAdmitted,erab_id,1,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabNotAdmitted,qos_value,2,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabNotAdmitted,cause,3,Payload,enum Cause,,
CuCpProcX2MnInitiatedSgnbModification,ErabNotAdmitted,priority_level_arp,4,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2MnInitiatedSgnbModification,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2MnInitiatedSgnbModification,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,erab_id,1,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,erab_modify_result,2,Payload,enum ErabModifyResult,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,old_qos_value,3,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,qos_value,4,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,old_priority_level_arp,5,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,priority_level_arp,6,Payload,int64,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,cause_group_3gpp,7,Payload,enum CauseGroup,,
CuCpProcX2MnInitiatedSgnbModification,ErabToBeModified,cause_3gpp,8,Payload,int64,,
CuCpProcX2SgnbAdditionPreparation,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2SgnbAdditionPreparation,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcX2SgnbAdditionPreparation,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2SgnbAdditionPreparation,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpProcX2SgnbChange,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2SgnbChange,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcX2SgnbChange,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2SgnbChange,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpProcX2SnInitiatedSgnbModification,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2SnInitiatedSgnbModification,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcX2SnInitiatedSgnbModification,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpProcX2SnInitiatedSgnbModification,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpProcXnRetrieveUeCtxt,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpProcXnRetrieveUeCtxt,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpProcXnRetrieveUeCtxt,Guami,plmn_identity,1,Payload,bytes,,
CuCpProcXnRetrieveUeCtxt,Guami,amf_region_id,2,Payload,int64,,
CuCpProcXnRetrieveUeCtxt,Guami,amf_set_id,3,Payload,int64,,
CuCpProcXnRetrieveUeCtxt,Guami,amf_pointer,4,Payload,int64,,
CuCpProcXnRetrieveUeCtxt,ScellDeconfig,scell_nci,1,Payload,int64,,
CuCpProcXnRetrieveUeCtxt,ScellDeconfig,scell_direction,2,Payload,enum ScellDirection,,
CuCpProcXnRetrieveUeCtxt,ScellDeconfig,scell_deconfig_reason,3,Payload,enum ScellDeconfigReason,,
CuCpProcXnRetrieveUeCtxt,ScellDeconfig,scell_deconfig_result,4,Payload,enum ScellDeconfigResult,,
CuCpPwsFailureReport,Guami,plmn_identity,1,Payload,bytes,,
CuCpPwsFailureReport,Guami,amf_region_id,2,Payload,int64,,
CuCpPwsFailureReport,Guami,amf_set_id,3,Payload,int64,,
CuCpPwsFailureReport,Guami,amf_pointer,4,Payload,int64,,
CuCpPwsFailureReport,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpPwsFailureReport,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpPwsFailureReport,Tai,plmn_identity,1,Payload,bytes,,
CuCpPwsFailureReport,Tai,tac,2,Payload,bytes,,
CuCpPwsFailureReport,EmergencyArea,emergency_area_id,1,Payload,bytes,,
CuCpPwsFailureReport,GlobalRanNodeId,plmn_identity,1,Payload,bytes,,
CuCpPwsFailureReport,GlobalRanNodeId,gnb_id,2,Payload,int64,,
CuCpPwsRestartReport,Guami,plmn_identity,1,Payload,bytes,,
CuCpPwsRestartReport,Guami,amf_region_id,2,Payload,int64,,
CuCpPwsRestartReport,Guami,amf_set_id,3,Payload,int64,,
CuCpPwsRestartReport,Guami,amf_pointer,4,Payload,int64,,
CuCpPwsRestartReport,NrCgiAndCellInfo,plmn_identity,1,Payload,bytes,,
CuCpPwsRestartReport,NrCgiAndCellInfo,nr_cell_identity,2,Payload,int64,,
CuCpPwsRestartReport,NrCgiAndCellInfo,cell_info,3,Payload,enum CellInfo,,
CuCpPwsRestartReport,Tai,plmn_identity,1,Payload,bytes,,
CuCpPwsRestartReport,Tai,tac,2,Payload,bytes,,
CuCpPwsRestartReport,EmergencyArea,emergency_area_id,1,Payload,bytes,,
CuCpPwsRestartReport,GlobalRanNodeId,plmn_identity,1,Payload,bytes,,
CuCpPwsRestartReport,GlobalRanNodeId,gnb_id,2,Payload,int64,,
CuCpRohcSetup,Drb,drb_id,1,Payload,int64,,
CuCpRohcSetup,Drb,mapped_5qi,2,Payload,int64,,Qos
CuCpRohcSetup,Drb,pdu_session_id,3,Payload,int64,,
CuCpRohcSetup,Drb,s_nssai,4,Payload,bytes,,Snssai
CuCpRohcSetup,Drb,priority_level_arp,5,Payload,int64,,
CuCpRohcSetup,Drb,rohc_required,6,Payload,enum PmBooleanType,,
CuCpRohcSetup,Drb,rohc_setup_result,7,Payload,enum RohcSetupResult,,
CuCpRohcSetup,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRohcSetup,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpRrcDlInformationTransfer,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpRrcDlInformationTransfer,Asn1Message,msg_content,2,Payload,bytes,,
CuCpRrcDlInformationTransfer,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpRrcDlInformationTransfer,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRrcDlInformationTransfer,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpRrcInitAccessFail,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRrcInitAccessFail,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpRrcMeasurementReport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpRrcMeasurementReport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpRrcMeasurementReport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpRrcMeasurementReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRrcMeasurementReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpRrcMobilityFromNrCommand,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpRrcMobilityFromNrCommand,Asn1Message,msg_content,2,Payload,bytes,,
CuCpRrcMobilityFromNrCommand,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpRrcMobilityFromNrCommand,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRrcMobilityFromNrCommand,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpRrcReconfiguration,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpRrcReconfiguration,Asn1Message,msg_content,2,Payload,bytes,,
CuCpRrcReconfiguration,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpRrcReconfiguration,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRrcReconfiguration,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpRrcReconfigurationComplete,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpRrcReconfigurationComplete,Asn1Message,msg_content,2,Payload,bytes,,
CuCpRrcReconfigurationComplete,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpRrcReconfigurationComplete,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpRrcReconfigurationComplete,GlobalGnbId,gnb_id,2,Payload,int64,,
