PmEvent Name,Compound Type,Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Type,Containing Oneof,Filters
CuCpA1PolicyCreate,PolicyScope,ue_id,1,Payload,int64,,
CuCpA1PolicyCreate,PolicyScope,qos_id,2,Payload,int64,,
CuCpA1PolicyCreate,PolicyScope,slice_id,3,Payload,bytes,,
CuCpA1PolicyCreate,PolicyStatement,qos_priority_level,1,Payload,int64,,
CuCpA1PolicyCreate,PolicyStatement,relative_priority,2,Payload,int64,,
CuCpA1PolicyCreate,Policy,policy_scope,1,Payload,PolicyScope,,
CuCpA1PolicyCreate,Policy,policy_statement,2,Payload,PolicyStatement,,
CuCpA1PolicyQuery,PolicyScope,ue_id,1,Payload,int64,,
CuCpA1PolicyQuery,PolicyScope,qos_id,2,Payload,int64,,
CuCpA1PolicyQuery,PolicyScope,slice_id,3,Payload,bytes,,
CuCpA1PolicyQuery,PolicyStatement,qos_priority_level,1,Payload,int64,,
CuCpA1PolicyQuery,PolicyStatement,relative_priority,2,Payload,int64,,
CuCpA1PolicyQuery,PolicyQuery,policy_scope,1,Payload,PolicyScope,,
CuCpA1PolicyQuery,PolicyQuery,policy_statement,2,Payload,PolicyStatement,,
CuCpAnrEval,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpAnrEval,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpAnrNeighbRelAdd,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpAnrNeighbRelAdd,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpAnrNeighbRelAdd,EutraCgi,plmn_identity,1,Payload,bytes,,
CuCpAnrNeighbRelAdd,EutraCgi,cell_identity,2,Payload,int64,,
CuCpAnrNeighbRelRem,NrCgi,plmn_identity,1,Payload,bytes,,
CuCpAnrNeighbRelRem,NrCgi,nr_cell_identity,2,Payload,int64,,
CuCpAnrNeighbRelRem,EutraCgi,plmn_identity,1,Payload,bytes,,
CuCpAnrNeighbRelRem,EutraCgi,cell_identity,2,Payload,int64,,
CuCpDataAwareMobilityBufMonConfig,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpDataAwareMobilityBufMonConfig,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpDataAwareMobilityBufMonReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,sdu_dl_age_threshold,1,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,sdu_dl_oldest_age,2,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,sdu_dl_vol_threshold,3,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,sdu_dl_vol,4,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,pdu_session_id,5,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,s_nssai,6,Payload,bytes,,Snssai
CuCpDataAwareMobilityBufMonReport,BufMonReport,drb_id,7,Payload,int64,,
CuCpDataAwareMobilityBufMonReport,BufMonReport,mapped_5qi,8,Payload,int64,,Qos
CuCpDataAwareMobilityBufMonReport,BufMonReport,priority_level_arp,9,Payload,int64,,Arp
CuCpDataAwareMobilityThpMonConfig,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpDataAwareMobilityThpMonConfig,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpDataAwareMobilityThpMonReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpDataAwareMobilityThpMonReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpDataAwareMobilityThpMonReport,ThpMonReport,threshold_exceeded,1,Payload,enum PmBooleanType,,
CuCpDataAwareMobilityThpMonReport,ThpMonReport,pdu_session_id,2,Payload,int64,,
CuCpDataAwareMobilityThpMonReport,ThpMonReport,s_nssai,3,Payload,bytes,,Snssai
CuCpDataAwareMobilityThpMonReport,ThpMonReport,drb_id,4,Payload,int64,,
CuCpDataAwareMobilityThpMonReport,ThpMonReport,mapped_5qi,5,Payload,int64,,Qos
CuCpDataAwareMobilityThpMonReport,ThpMonReport,priority_level_arp,6,Payload,int64,,Arp
CuCpDrbSuspend,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpDrbSuspend,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpDrbSuspend,DrbSuspend,drb_id,1,Payload,int64,,
CuCpDrbSuspend,DrbSuspend,mapped_5qi,2,Payload,int64,,Qos
CuCpDrbSuspend,DrbSuspend,priority_level_arp,3,Payload,int64,,Arp
CuCpDrbSuspend,DrbSuspend,s_nssai,4,Payload,bytes,,Snssai
CuCpE1Reset,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpE1Reset,Asn1Message,msg_content,2,Payload,bytes,,
CuCpE1Reset,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpE1ResetAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpE1ResetAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpE1ResetAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpEcgiMeasurement,EutraCgi,plmn_identity,1,Payload,bytes,,
CuCpEcgiMeasurement,EutraCgi,cell_identity,2,Payload,int64,,
CuCpEcgiMeasurement,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpEcgiMeasurement,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpEcidMeasurementInitiationRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpEcidMeasurementInitiationRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpEcidMeasurementInitiationRequest,Guami,plmn_identity,1,Payload,bytes,,
CuCpEcidMeasurementInitiationRequest,Guami,amf_region_id,2,Payload,int64,,
CuCpEcidMeasurementInitiationRequest,Guami,amf_set_id,3,Payload,int64,,
CuCpEcidMeasurementInitiationRequest,Guami,amf_pointer,4,Payload,int64,,
CuCpEcidMeasurementInitiationResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpEcidMeasurementInitiationResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpEcidMeasurementInitiationResponse,Guami,plmn_identity,1,Payload,bytes,,
CuCpEcidMeasurementInitiationResponse,Guami,amf_region_id,2,Payload,int64,,
CuCpEcidMeasurementInitiationResponse,Guami,amf_set_id,3,Payload,int64,,
CuCpEcidMeasurementInitiationResponse,Guami,amf_pointer,4,Payload,int64,,
CuCpEndcInitAccessFail,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpEndcInitAccessFail,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpEndcInitAccessFail,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpEndcInitAccessFail,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpEndcMobilityEvaluation,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpEndcMobilityEvaluation,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpEndcSgnbModificationFail,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpEndcSgnbModificationFail,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpEndcSgnbModificationFail,GlobalEnbId,plmn_identity,1,Payload,bytes,,
CuCpEndcSgnbModificationFail,GlobalEnbId,enb_id,2,Payload,int64,,
CuCpF1DeactivateTrace,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1DeactivateTrace,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1DeactivateTrace,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1DeactivateTrace,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1DeactivateTrace,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementFailureIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementFailureIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementFailureIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementFailureIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementFailureIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementInitiationFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementInitiationFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementInitiationFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementInitiationFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementInitiationFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementInitiationRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementInitiationRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementInitiationRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementInitiationRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementInitiationRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementInitiationResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementInitiationResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementInitiationResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementInitiationResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementInitiationResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementReport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementReport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementReport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementTerminationRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementTerminationRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementTerminationRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementTerminationRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementTerminationRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabMeasurementTerminationResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabMeasurementTerminationResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabMeasurementTerminationResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabMeasurementTerminationResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabMeasurementTerminationResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabPimDetectionReport,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabPimDetectionReport,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabPimDetectionReport,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabUacBarringInformationControl,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabUacBarringInformationControl,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabUacBarringInformationControl,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabUacBarringInformationFeedback,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabUacBarringInformationFeedback,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabUacBarringInformationFeedback,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabUeOffloadIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabUeOffloadIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabUeOffloadIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabUeOffloadIndication,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabUeOffloadIndication,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabUeOffloadRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabUeOffloadRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabUeOffloadRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabUeOffloadRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabUeOffloadRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1EabUeUlQualityMeasurementEvent,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1EabUeUlQualityMeasurementEvent,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1EabUeUlQualityMeasurementEvent,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1EabUeUlQualityMeasurementEvent,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1EabUeUlQualityMeasurementEvent,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1GnbCuConfigurationUpdate,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1GnbCuConfigurationUpdate,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1GnbCuConfigurationUpdate,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1GnbCuConfigurationUpdateAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1GnbCuConfigurationUpdateAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1GnbCuConfigurationUpdateAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1GnbCuConfigurationUpdateFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1GnbCuConfigurationUpdateFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1GnbCuConfigurationUpdateFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1GnbDuConfigurationUpdate,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1GnbDuConfigurationUpdate,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1GnbDuConfigurationUpdate,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1GnbDuConfigurationUpdateAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1GnbDuConfigurationUpdateAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1GnbDuConfigurationUpdateAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1GnbDuConfigurationUpdateFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1GnbDuConfigurationUpdateFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1GnbDuConfigurationUpdateFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1Paging,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1Paging,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1Paging,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1PwsCancelRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1PwsCancelRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1PwsCancelRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1PwsCancelResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1PwsCancelResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1PwsCancelResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1PwsFailureIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1PwsFailureIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1PwsFailureIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1PwsRestartIndication,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1PwsRestartIndication,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1PwsRestartIndication,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1Reset,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1Reset,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1Reset,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1ResetAcknowledge,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1ResetAcknowledge,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1ResetAcknowledge,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1ResourceStatusFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1ResourceStatusFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1ResourceStatusFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1ResourceStatusRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1ResourceStatusRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1ResourceStatusRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1ResourceStatusResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1ResourceStatusResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1ResourceStatusResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1ResourceStatusUpdate,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1ResourceStatusUpdate,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1ResourceStatusUpdate,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1SetupFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1SetupFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1SetupFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1SetupRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1SetupRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1SetupRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1SetupResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1SetupResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1SetupResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1TraceStart,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1TraceStart,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1TraceStart,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1TraceStart,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1TraceStart,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextModificationConfirm,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextModificationConfirm,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextModificationConfirm,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextModificationConfirm,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextModificationConfirm,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextModificationFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextModificationFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextModificationFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextModificationFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextModificationFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextModificationRefuse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextModificationRefuse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextModificationRefuse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextModificationRefuse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextModificationRefuse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextModificationRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextModificationRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextModificationRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextModificationRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextModificationRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextModificationRequired,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextModificationRequired,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextModificationRequired,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextModificationRequired,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextModificationRequired,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextModificationResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextModificationResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextModificationResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextModificationResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextModificationResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextReleaseCommand,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextReleaseCommand,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextReleaseCommand,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextReleaseCommand,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextReleaseCommand,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextReleaseComplete,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextReleaseComplete,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextReleaseComplete,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextReleaseComplete,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextReleaseComplete,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextReleaseRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextReleaseRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextReleaseRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextReleaseRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextReleaseRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextSetupFailure,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextSetupFailure,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextSetupFailure,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextSetupFailure,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextSetupFailure,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextSetupRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextSetupRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextSetupRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextSetupRequest,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextSetupRequest,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1UeContextSetupResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1UeContextSetupResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1UeContextSetupResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1UeContextSetupResponse,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpF1UeContextSetupResponse,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpF1WriteReplaceWarningRequest,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1WriteReplaceWarningRequest,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1WriteReplaceWarningRequest,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpF1WriteReplaceWarningResponse,Asn1Message,msg_direction,1,Payload,enum MsgDirection,,
CuCpF1WriteReplaceWarningResponse,Asn1Message,msg_content,2,Payload,bytes,,
CuCpF1WriteReplaceWarningResponse,Asn1Message,protocol_name,3,Payload,repeated <enum ProtocolName>,,
CuCpMeasurementConfigurationSa,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpMeasurementConfigurationSa,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpMeasurementConfigurationSa,Measurement,meas_id,1,Payload,int64,,
CuCpMeasurementConfigurationSa,Measurement,measurement_name,2,Payload,enum MeasurementName,,
CuCpMeasurementConfigurationSa,Measurement,arfcn,3,Payload,int64,,
CuCpMeasurementConfigurationSa,Measurement,report_config_type,4,Payload,enum ReportConfigType,,
CuCpMeasurementConfigurationSa,Measurement,trigger_quantity,5,Payload,enum TriggerQuantity,,
CuCpMeasurementReportEndcEval,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpMeasurementReportEndcEval,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpMeasurementReportNrdcEval,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpMeasurementReportNrdcEval,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpMeasurementReportSaEval,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpMeasurementReportSaEval,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpMnNrdcSetupBufMonConfig,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpMnNrdcSetupBufMonConfig,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,GlobalGnbId,plmn_identity,1,Payload,bytes,,
CuCpMnNrdcSetupBufMonReport,GlobalGnbId,gnb_id,2,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,sdu_dl_age_threshold,1,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,sdu_dl_oldest_age,2,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,sdu_dl_vol_threshold,3,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,sdu_dl_vol,4,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,pdu_session_id,5,Payload,int64,,
CuCpMnNrdcSetupBufMonReport,BufMonReport,s_nssai,6,Payload,bytes,,Snssai
